name,meal_type,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,category,n_observations,source,food_id,protein_density,fiber_density,protein_frac,carb_frac,fat_frac
"Flour, whole wheat, unenriched",snack,370.0,15.1,71.2,2.73,10.6,0.0,3.0,0.0,USDA,1,USDA FoodData Central (per 100 g),flour_whole_wheat_unenriched__snack,4.081081081081081,2.864864864864865,0.16334478189144605,0.7702085079914542,0.06644671011709982
Frosting (Vanilla 2 tbsp),snack,140.0,0.0,22.0,6.0,0.0,22.0,65.0,0.0,Condiment,1,Kaggle Daily Food & Nutrition,frosting_vanilla_2_tbsp__snack,0.0,0.0,0.0,0.6197183098591549,0.38028169014084506
Fruit Cocktail (canned 1 cup),snack,110.0,1.0,28.0,0.0,2.0,26.0,10.0,0.0,Fruit,1,Kaggle Daily Food & Nutrition,fruit_cocktail_canned_1_cup__snack,0.9090909090909091,1.8181818181818181,0.034482758620689655,0.9655172413793104,0.0
"Garlic, raw",snack,143.0,6.62,28.2,0.38,2.7,0.0,0.0,0.0,USDA,1,USDA FoodData Central (per 100 g),garlic_raw__snack,4.629370629370629,1.8881118881118881,0.18556412053258586,0.7904695164681149,0.02396636299929923
Gelato (Pistachio 1/2 cup),snack,220.0,5.0,24.0,12.0,2.0,20.0,60.0,40.0,Dessert,1,Kaggle Daily Food & Nutrition,gelato_pistachio_1_2_cup__snack,2.272727272727273,0.9090909090909091,0.08928571428571429,0.42857142857142855,0.48214285714285715
Gin & Tonic (1 drink),snack,170.0,0.0,13.0,0.0,0.0,13.0,2.0,0.0,Beverage,1,Kaggle Daily Food & Nutrition,gin_tonic_1_drink__snack,0.0,0.0,0.0,1.0,0.0
Gin (1 oz),snack,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,1,Kaggle Daily Food & Nutrition,gin_1_oz__snack,0.0,0.0,0.0,0.0,0.0
Ginger Ale (1 can),snack,124.0,0.0,32.0,0.0,0.0,31.0,40.0,0.0,Beverage,1,Kaggle Daily Food & Nutrition,ginger_ale_1_can__snack,0.0,0.0,0.0,1.0,0.0
Graham Cracker (1 large rectangle),snack,60.0,1.0,11.0,1.5,0.5,4.0,70.0,0.0,Grain/Processed,1,Kaggle Daily Food & Nutrition,graham_cracker_1_large_rectangle__snack,1.6666666666666667,0.8333333333333334,0.06504065040650407,0.7154471544715447,0.21951219512195122
Grapes (1 cup),snack,104.0,1.1,27.0,0.2,1.4,23.0,3.0,0.0,Fruit,1,Kaggle Daily Food & Nutrition,grapes_1_cup__snack,1.0576923076923077,1.346153846153846,0.03852889667250438,0.9457092819614711,0.01576182136602452
Greek Yogurt (plain 1 cup),snack,150.0,25.0,8.0,3.0,0.0,7.0,85.0,10.0,Dairy,1,Kaggle Daily Food & Nutrition,greek_yogurt_plain_1_cup__snack,16.666666666666664,0.0,0.6289308176100629,0.20125786163522014,0.16981132075471697
Green Gram (Mung) Boiled,snack,150.0,10.0,24.0,2.0,8.0,2.0,10.0,0.0,Sri Lankan - Legume Snack,1,"Curated regional (Sri Lankan, per serving)",green_gram_mung_boiled__snack,6.666666666666667,5.333333333333334,0.2597402597402597,0.6233766233766234,0.11688311688311688
Ground Lamb (1 oz filling),snack,80.0,5.5,0.0,6.0,0.0,0.0,20.0,20.0,Protein/Meat,1,Kaggle Daily Food & Nutrition,ground_lamb_1_oz_filling__snack,6.875000000000001,0.0,0.2894736842105263,0.0,0.7105263157894737
Guava,snack,68.0,2.6,14.3,0.9,5.4,8.9,3.0,0.0,Fruit,1,Kaggle Daily Food & Nutrition,guava__snack,3.823529411764706,7.941176470588236,0.13738441215323646,0.7556142668428005,0.10700132100396301
Gummy Bears (10 pcs),snack,100.0,2.0,22.0,0.0,0.0,15.0,10.0,0.0,Snack/Dessert,1,Kaggle Daily Food & Nutrition,gummy_bears_10_pcs__snack,2.0,0.0,0.08333333333333333,0.9166666666666666,0.0
Halapa,snack,200.0,4.0,32.0,7.0,4.0,14.0,60.0,0.0,Sri Lankan - Traditional Sweet,1,"Curated regional (Sri Lankan, per serving)",halapa__snack,2.0,2.0,0.07729468599033816,0.6183574879227053,0.30434782608695654
"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",snack,106.0,16.7,0.27,3.73,0.0,0.0,1040.0,0.0,USDA,1,USDA FoodData Central (per 100 g),ham_sliced_pre_packaged_deli_meat_96_fat_free_water_added__snack,15.754716981132075,0.0,0.6584524396254313,0.010645638245441106,0.33090192212912767
"Ham, sliced, restaurant",snack,121.0,19.6,2.36,3.68,0.0,0.0,1030.0,0.0,USDA,1,USDA FoodData Central (per 100 g),ham_sliced_restaurant__snack,16.198347107438018,0.0,0.6481481481481481,0.07804232804232804,0.27380952380952384
Hard-Boiled Egg (1 large),snack,78.0,6.3,0.6,5.3,0.0,0.5,62.0,187.0,Protein,1,Kaggle Daily Food & Nutrition,hard_boiled_egg_1_large__snack,8.076923076923077,0.0,0.3346613545816733,0.03187250996015936,0.6334661354581673
Horchata (1 cup),snack,140.0,2.0,25.0,3.0,1.0,22.0,30.0,5.0,Beverage,1,Kaggle Daily Food & Nutrition,horchata_1_cup__snack,1.4285714285714286,0.7142857142857143,0.05925925925925926,0.7407407407407407,0.2
Hot Chocolate (1 cup),snack,200.0,3.0,30.0,8.0,2.0,25.0,160.0,10.0,Beverage,1,Kaggle Daily Food & Nutrition,hot_chocolate_1_cup__snack,1.5,1.0,0.058823529411764705,0.5882352941176471,0.35294117647058826
Hummus (2 tbsp),snack,70.0,2.0,4.0,5.0,2.0,0.0,130.0,0.0,Legume,2,Kaggle Daily Food & Nutrition,hummus_2_tbsp__snack,2.857142857142857,2.857142857142857,0.11594202898550725,0.2318840579710145,0.6521739130434783
"Hummus, commercial",snack,229.0,7.35,14.9,17.1,5.4,0.0,438.0,0.0,USDA,1,USDA FoodData Central (per 100 g),hummus_commercial__snack,3.209606986899563,2.3580786026200875,0.12103746397694523,0.2453684643886373,0.6335940716344175
Ice Cream (1/2 cup vanilla),snack,145.0,2.5,17.0,7.5,0.5,16.0,55.0,30.0,Dairy/Dessert,1,Kaggle Daily Food & Nutrition,ice_cream_1_2_cup_vanilla__snack,1.7241379310344827,0.3448275862068966,0.06872852233676977,0.46735395189003437,0.4639175257731959
Iced Tea (Sweetened 16oz),snack,180.0,0.0,46.0,0.0,0.0,46.0,15.0,0.0,Beverage,2,Kaggle Daily Food & Nutrition,iced_tea_sweetened_16oz__snack,0.0,0.0,0.0,1.0,0.0
Isso Vadai (Prawn Vadai),snack,160.0,7.0,17.0,7.0,2.0,0.5,300.0,45.0,Sri Lankan - Fried Snack,1,"Curated regional (Sri Lankan, per serving)",isso_vadai_prawn_vadai__snack,4.375,1.25,0.1761006289308176,0.4276729559748428,0.39622641509433965
Jicama (1 cup sticks),snack,46.0,0.9,10.6,0.1,5.8,2.1,5.0,0.0,Vegetable,1,Kaggle Daily Food & Nutrition,jicama_1_cup_sticks__snack,1.956521739130435,12.608695652173912,0.0767590618336887,0.9040511727078892,0.019189765458422176
"Kale, frozen, cooked, boiled, drained, without salt",snack,36.0,2.94,5.3,1.21,0.0,0.0,16.0,0.0,USDA,1,USDA FoodData Central (per 100 g),kale_frozen_cooked_boiled_drained_without_salt__snack,8.166666666666666,0.0,0.26818700114025085,0.48346636259977194,0.2483466362599772
"Kale, raw",snack,35.0,2.92,4.42,1.49,4.1,0.0,53.0,0.0,USDA,1,USDA FoodData Central (per 100 g),kale_raw__snack,8.342857142857142,11.714285714285714,0.27308861351414543,0.4133738601823709,0.3135375263034838
"Ketchup, restaurant",snack,117.0,1.11,26.8,0.55,0.0,0.0,949.0,0.0,USDA,1,USDA FoodData Central (per 100 g),ketchup_restaurant__snack,0.9487179487179488,0.0,0.0380821682820139,0.9194613603224976,0.042456471395488464
Kibbeh (1 piece fried),snack,230.0,9.0,20.0,13.0,3.0,1.0,450.0,30.0,Meal/Meat,1,Kaggle Daily Food & Nutrition,kibbeh_1_piece_fried__snack,3.91304347826087,1.3043478260869565,0.15450643776824036,0.34334763948497854,0.5021459227467812
King Coconut Water (Thambili),snack,60.0,1.0,14.0,0.2,0.0,12.0,105.0,0.0,Sri Lankan - Beverage,1,"Curated regional (Sri Lankan, per serving)",king_coconut_water_thambili__snack,1.6666666666666667,0.0,0.06472491909385114,0.9061488673139159,0.02912621359223301
Kiwifruit (1 medium),snack,46.0,0.9,11.1,0.4,2.3,6.7,2.0,0.0,Fruit,1,Kaggle Daily Food & Nutrition,kiwifruit_1_medium__snack,1.956521739130435,5.0,0.06976744186046512,0.8604651162790697,0.06976744186046512
"Kiwifruit, green, raw",snack,58.0,1.06,14.0,0.44,3.0,0.0,5.0,0.0,USDA,1,USDA FoodData Central (per 100 g),kiwifruit_green_raw__snack,1.8275862068965518,5.172413793103448,0.0660436137071651,0.8722741433021807,0.0616822429906542
Kombucha (1 cup),snack,30.0,0.0,7.0,0.0,0.0,6.0,10.0,0.0,Beverage,1,Kaggle Daily Food & Nutrition,kombucha_1_cup__snack,0.0,0.0,0.0,1.0,0.0
Kombucha (16 oz),snack,60.0,0.0,14.0,0.0,0.0,12.0,20.0,0.0,Beverage,1,Kaggle Daily Food & Nutrition,kombucha_16_oz__snack,0.0,0.0,0.0,1.0,0.0
Lassi (Mango 1 cup),snack,180.0,5.0,30.0,4.0,1.0,28.0,60.0,15.0,Beverage,1,Kaggle Daily Food & Nutrition,lassi_mango_1_cup__snack,2.7777777777777777,0.5555555555555556,0.11363636363636363,0.6818181818181818,0.20454545454545456
Lemon Bar (1 square),snack,150.0,1.5,22.0,6.0,0.5,15.0,80.0,30.0,Dessert,1,Kaggle Daily Food & Nutrition,lemon_bar_1_square__snack,1.0,0.33333333333333337,0.04054054054054054,0.5945945945945946,0.36486486486486486
Lemonade (1 cup),snack,99.0,0.1,26.0,0.0,0.1,25.0,30.0,0.0,Beverage,1,Kaggle Daily Food & Nutrition,lemonade_1_cup__snack,0.10101010101010101,0.10101010101010101,0.0038314176245210726,0.9961685823754789,0.0
Limoncello (1.5 oz shot),snack,150.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,Beverage,1,Kaggle Daily Food & Nutrition,limoncello_1_5_oz_shot__snack,0.0,0.0,0.0,1.0,0.0
Macadamia Nuts (1 oz),snack,204.0,2.2,3.9,21.5,2.4,1.3,1.0,0.0,Nut,1,Kaggle Daily Food & Nutrition,macadamia_nuts_1_oz__snack,1.0784313725490198,1.1764705882352942,0.040385497934832496,0.0715924736117485,0.8880220284534189
Malva Pudding (1 slice),snack,380.0,5.0,60.0,14.0,2.0,40.0,350.0,60.0,Dessert,1,Kaggle Daily Food & Nutrition,malva_pudding_1_slice__snack,1.3157894736842104,0.5263157894736842,0.05181347150259067,0.6217616580310881,0.32642487046632124
Mandarin Orange (1 medium),snack,37.0,0.6,9.3,0.2,1.3,7.3,1.0,0.0,Fruit,1,Kaggle Daily Food & Nutrition,mandarin_orange_1_medium__snack,1.6216216216216217,3.5135135135135136,0.057971014492753624,0.8985507246376813,0.04347826086956522
Mango (1 cup slices),snack,99.0,1.4,24.7,0.6,2.6,22.5,2.0,0.0,Fruit,1,Kaggle Daily Food & Nutrition,mango_1_cup_slices__snack,1.4141414141414141,2.6262626262626263,0.05100182149362477,0.8998178506375227,0.04918032786885246
"Margarita (1 drink, 4oz)",snack,200.0,0.1,20.0,0.0,0.1,19.0,5.0,0.0,Beverage,1,Kaggle Daily Food & Nutrition,margarita_1_drink_4oz__snack,0.05,0.05,0.004975124378109453,0.9950248756218905,0.0
Marshmallow (1 large),snack,23.0,0.1,5.8,0.0,0.0,4.0,5.0,0.0,Dessert,1,Kaggle Daily Food & Nutrition,marshmallow_1_large__snack,0.43478260869565216,0.0,0.016949152542372885,0.9830508474576272,0.0
Matcha Latte (12 oz),snack,180.0,6.0,28.0,5.0,2.0,25.0,90.0,20.0,Beverage,1,Kaggle Daily Food & Nutrition,matcha_latte_12_oz__snack,3.3333333333333335,1.1111111111111112,0.13259668508287292,0.6187845303867403,0.24861878453038674
"Melons, cantaloupe, raw",snack,34.0,0.82,8.16,0.18,0.8,0.0,30.0,0.0,USDA,1,USDA FoodData Central (per 100 g),melons_cantaloupe_raw__snack,2.411764705882353,2.3529411764705883,0.08737346830047948,0.8694725625998935,0.043153969099627064
Mixed Nuts (1/4 cup),snack,200.0,6.0,8.0,18.0,3.0,2.0,1.0,0.0,Nut,2,Kaggle Daily Food & Nutrition,mixed_nuts_1_4_cup__snack,3.0,1.5,0.11009174311926606,0.14678899082568808,0.7431192660550459
Mocha Latte (16oz),snack,360.0,12.0,48.0,15.0,2.0,42.0,150.0,45.0,Beverage,1,Kaggle Daily Food & Nutrition,mocha_latte_16oz__snack,3.3333333333333335,0.5555555555555556,0.128,0.512,0.36
Mozzarella (filling 0.5 oz),snack,40.0,3.0,0.5,3.0,0.0,0.2,75.0,10.0,Dairy,1,Kaggle Daily Food & Nutrition,mozzarella_filling_0_5_oz__snack,7.5,0.0,0.2926829268292683,0.04878048780487805,0.6585365853658537
"Mustard, prepared, yellow",snack,61.0,4.25,5.3,3.38,4.3,0.0,1100.0,0.0,USDA,1,USDA FoodData Central (per 100 g),mustard_prepared_yellow__snack,6.967213114754098,7.049180327868852,0.24774118332847564,0.30894782862139314,0.4433109880501311
"Nectarines, raw",snack,39.0,1.06,9.18,0.28,1.5,0.0,13.0,0.0,USDA,1,USDA FoodData Central (per 100 g),nectarines_raw__snack,2.717948717948718,3.8461538461538463,0.09751609935602576,0.8445262189512418,0.0579576816927323
Negroni (1 drink),snack,190.0,0.0,15.0,0.0,0.0,15.0,5.0,0.0,Beverage,1,Kaggle Daily Food & Nutrition,negroni_1_drink__snack,0.0,0.0,0.0,1.0,0.0
"Nuts, almonds, dry roasted, with salt added",snack,620.0,20.4,16.2,57.8,11.0,0.0,256.0,0.0,USDA,1,USDA FoodData Central (per 100 g),nuts_almonds_dry_roasted_with_salt_added__snack,3.290322580645161,1.7741935483870968,0.12241224122412242,0.09720972097209722,0.7803780378037803
"Oil, coconut",snack,833.0,0.0,0.84,99.1,0.0,0.0,0.0,0.0,USDA,1,USDA FoodData Central (per 100 g),oil_coconut__snack,0.0,0.0,0.0,0.0037530996581998525,0.9962469003418001
"Olives, green, Manzanilla, stuffed with pimiento",snack,130.0,1.15,4.96,12.9,4.0,0.0,1620.0,0.0,USDA,1,USDA FoodData Central (per 100 g),olives_green_manzanilla_stuffed_with_pimiento__snack,0.8846153846153846,3.076923076923077,0.032730895118827374,0.14116977372989895,0.8260993311512737
Onion Rings (6 rings),snack,280.0,4.0,30.0,16.0,3.0,4.0,500.0,0.0,Snack/Processed,1,Kaggle Daily Food & Nutrition,onion_rings_6_rings__snack,1.4285714285714286,1.0714285714285714,0.05714285714285714,0.42857142857142855,0.5142857142857142
"Onion rings, breaded, par fried, frozen, prepared, heated in oven",snack,288.0,4.52,36.3,14.4,2.4,0.0,374.0,0.0,USDA,1,USDA FoodData Central (per 100 g),onion_rings_breaded_par_fried_frozen_prepared_heated_in_oven__snack,1.5694444444444442,0.8333333333333334,0.06173176727670035,0.4957661841027041,0.44250204862059545
"Onions, red, raw",snack,44.0,0.94,9.93,0.1,2.2,0.0,1.0,0.0,USDA,1,USDA FoodData Central (per 100 g),onions_red_raw__snack,2.1363636363636362,5.0,0.0847228481297882,0.8949977467327626,0.020279405137449306
"Onions, white, raw",snack,35.0,0.89,7.68,0.13,1.2,0.0,2.0,0.0,USDA,1,USDA FoodData Central (per 100 g),onions_white_raw__snack,2.5428571428571427,3.428571428571429,0.1004231311706629,0.8665726375176304,0.03300423131170663
"Onions, yellow, raw",snack,38.0,0.83,8.61,0.05,1.9,0.0,1.0,0.0,USDA,1,USDA FoodData Central (per 100 g),onions_yellow_raw__snack,2.1842105263157894,5.0,0.08688824914943731,0.9013347291285003,0.011777021722062287
Orange,snack,62.0,1.2,15.4,0.2,3.1,12.0,0.0,0.0,Fruit,1,Kaggle Daily Food & Nutrition,orange__snack,1.935483870967742,5.0,0.07038123167155425,0.9032258064516129,0.026392961876832845
"Oranges, raw, navels",snack,47.0,0.91,11.8,0.15,2.0,0.0,9.0,0.0,USDA,1,USDA FoodData Central (per 100 g),oranges_raw_navels__snack,1.9361702127659575,4.25531914893617,0.06974516190841157,0.9043878137574247,0.025867024334163626
"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)",snack,47.0,0.91,11.8,0.15,2.0,0.0,9.0,0.0,USDA,1,USDA FoodData Central (per 100 g),oranges_raw_navels_includes_foods_for_usda_s_food_distributi__snack,1.9361702127659575,4.25531914893617,0.06974516190841157,0.9043878137574247,0.025867024334163626
Panettone (1 slice),snack,320.0,6.0,50.0,12.0,3.0,25.0,200.0,70.0,Dessert,1,Kaggle Daily Food & Nutrition,panettone_1_slice__snack,1.875,0.9375,0.07228915662650602,0.6024096385542169,0.3253012048192771
Pani Puri (6 pcs),snack,200.0,4.0,35.0,5.0,3.0,2.0,400.0,0.0,Snack/Processed,1,Kaggle Daily Food & Nutrition,pani_puri_6_pcs__snack,2.0,1.5,0.07960199004975124,0.6965174129353234,0.22388059701492538
Panna Cotta (1 serving),snack,300.0,4.0,25.0,20.0,0.0,22.0,50.0,70.0,Dessert,1,Kaggle Daily Food & Nutrition,panna_cotta_1_serving__snack,1.3333333333333335,0.0,0.05405405405405406,0.33783783783783783,0.6081081081081081
Papaya (1 cup cubes),snack,62.0,0.6,15.7,0.4,2.5,11.0,12.0,0.0,Fruit,1,Kaggle Daily Food & Nutrition,papaya_1_cup_cubes__snack,0.967741935483871,4.032258064516129,0.03488372093023256,0.9127906976744186,0.05232558139534884
"Peaches, yellow, raw",snack,42.0,0.91,10.1,0.27,1.5,0.0,13.0,0.0,USDA,1,USDA FoodData Central (per 100 g),peaches_yellow_raw__snack,2.166666666666667,3.571428571428571,0.07833010544437272,0.8693780933935873,0.05229180116204003
Peanut Butter (2 tbsp),snack,190.0,7.0,8.0,16.0,2.0,3.0,140.0,0.0,Nut,1,Kaggle Daily Food & Nutrition,peanut_butter_2_tbsp__snack,3.684210526315789,1.0526315789473684,0.13725490196078433,0.1568627450980392,0.7058823529411765
"Peanut butter, smooth style, with salt",snack,597.0,22.5,22.3,51.1,4.8,0.0,429.0,0.0,USDA,1,USDA FoodData Central (per 100 g),peanut_butter_smooth_style_with_salt__snack,3.7688442211055273,0.8040201005025125,0.14082303238929744,0.13957127210139258,0.71960569550931
Pear,snack,101.0,0.6,27.0,0.2,5.5,16.0,2.0,0.0,Fruit,2,Kaggle Daily Food & Nutrition,pear__snack,0.594059405940594,5.445544554455446,0.0213903743315508,0.9625668449197861,0.016042780748663103
"Pears, raw, bartlett",snack,57.0,0.38,15.1,0.16,3.1,0.0,7.0,0.0,USDA,1,USDA FoodData Central (per 100 g),pears_raw_bartlett__snack,0.6666666666666667,5.43859649122807,0.02398989898989899,0.9532828282828283,0.022727272727272728
"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)",snack,57.0,0.38,15.1,0.16,3.1,0.0,7.0,0.0,USDA,1,USDA FoodData Central (per 100 g),pears_raw_bartlett_includes_foods_for_usda_s_food_distributi__snack,0.6666666666666667,5.43859649122807,0.02398989898989899,0.9532828282828283,0.022727272727272728
Pecans (1 oz),snack,196.0,2.6,3.9,20.4,2.7,1.1,0.0,0.0,Nut,1,Kaggle Daily Food & Nutrition,pecans_1_oz__snack,1.326530612244898,1.3775510204081634,0.04961832061068703,0.07442748091603053,0.8759541984732825
Pine Nuts (1/2 tbsp filling),snack,48.0,1.0,1.0,5.0,0.2,0.2,0.0,0.0,Nut,1,Kaggle Daily Food & Nutrition,pine_nuts_1_2_tbsp_filling__snack,2.083333333333333,0.4166666666666667,0.07547169811320754,0.07547169811320754,0.8490566037735849
Pisco Sour (1 drink),snack,250.0,1.0,25.0,0.0,0.0,24.0,5.0,5.0,Beverage,1,Kaggle Daily Food & Nutrition,pisco_sour_1_drink__snack,0.4,0.0,0.038461538461538464,0.9615384615384616,0.0
Pistachios (1 oz shelled),snack,159.0,5.7,7.7,12.8,3.0,2.2,2.0,0.0,Nut,1,Kaggle Daily Food & Nutrition,pistachios_1_oz_shelled__snack,3.5849056603773586,1.8867924528301887,0.13507109004739337,0.18246445497630331,0.6824644549763033
Pita Bread (1 white),snack,165.0,5.5,33.0,1.2,1.5,1.5,310.0,0.0,Grain,1,Kaggle Daily Food & Nutrition,pita_bread_1_white__snack,3.3333333333333335,0.9090909090909091,0.13349514563106796,0.8009708737864077,0.06553398058252426
Pita Bread (1 whole wheat),snack,170.0,6.0,35.0,1.5,5.0,2.0,320.0,0.0,Grain,2,Kaggle Daily Food & Nutrition,pita_bread_1_whole_wheat__snack,3.5294117647058822,2.941176470588235,0.1352112676056338,0.7887323943661971,0.07605633802816901
Pol Sambol,snack,120.0,2.0,5.0,11.0,4.0,1.0,290.0,0.0,Sri Lankan - Sambol,1,"Curated regional (Sri Lankan, per serving)",pol_sambol__snack,1.6666666666666667,3.3333333333333335,0.06299212598425197,0.15748031496062992,0.7795275590551181
Popcorn (3 cups air-popped),snack,93.0,3.0,18.6,1.1,3.6,0.1,2.0,0.0,Grain,2,Kaggle Daily Food & Nutrition,popcorn_3_cups_air_popped__snack,3.225806451612903,3.870967741935484,0.12461059190031151,0.7725856697819314,0.102803738317757
Potato Chips (1 oz),snack,160.0,2.0,15.0,10.0,1.0,0.5,170.0,0.0,Snack/Processed,2,Kaggle Daily Food & Nutrition,potato_chips_1_oz__snack,1.25,0.625,0.05063291139240506,0.379746835443038,0.569620253164557
Pretzels (1 oz),snack,110.0,3.0,23.0,1.0,1.0,1.0,450.0,0.0,Grain/Processed,2,Kaggle Daily Food & Nutrition,pretzels_1_oz__snack,2.727272727272727,0.9090909090909091,0.10619469026548672,0.8141592920353983,0.07964601769911504
Prosecco (3 oz),snack,70.0,0.0,2.0,0.0,0.0,1.5,5.0,0.0,Beverage,1,Kaggle Daily Food & Nutrition,prosecco_3_oz__snack,0.0,0.0,0.0,1.0,0.0
Protein Bar,snack,210.0,20.0,22.0,7.0,6.0,1.0,180.0,5.0,Supplement/Processed,1,Kaggle Daily Food & Nutrition,protein_bar__snack,9.523809523809524,2.857142857142857,0.3463203463203463,0.38095238095238093,0.2727272727272727
Protein Shake (Whey),snack,120.0,24.0,3.0,1.0,1.0,2.0,160.0,5.0,Supplement,1,Kaggle Daily Food & Nutrition,protein_shake_whey__snack,20.0,0.8333333333333334,0.8205128205128205,0.10256410256410256,0.07692307692307693
Provolone Cheese (1 slice),snack,100.0,7.0,1.0,8.0,0.0,0.5,250.0,20.0,Dairy,1,Kaggle Daily Food & Nutrition,provolone_cheese_1_slice__snack,7.000000000000001,0.0,0.2692307692307692,0.038461538461538464,0.6923076923076923
Ragù (filling 1 tbsp),snack,25.0,1.5,1.0,1.5,0.5,0.5,60.0,5.0,Condiment,1,Kaggle Daily Food & Nutrition,rag_filling_1_tbsp__snack,6.0,2.0,0.2553191489361702,0.1702127659574468,0.574468085106383
Raisins (1/4 cup),snack,130.0,1.3,34.0,0.2,1.6,25.0,5.0,0.0,Fruit,2,Kaggle Daily Food & Nutrition,raisins_1_4_cup__snack,1.0,1.2307692307692308,0.03636363636363636,0.951048951048951,0.012587412587412588
Raspberries (1 cup),snack,64.0,1.5,14.7,0.8,8.0,5.4,1.0,0.0,Fruit,1,Kaggle Daily Food & Nutrition,raspberries_1_cup__snack,2.34375,12.5,0.08333333333333333,0.8166666666666667,0.1
"Restaurant, Chinese, fried rice, without meat",snack,174.0,3.84,32.5,3.19,0.0,0.0,361.0,0.0,USDA,1,USDA FoodData Central (per 100 g),restaurant_chinese_fried_rice_without_meat__snack,2.206896551724138,0.0,0.08824036307232722,0.746825989544436,0.16493364738323663
"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",snack,229.0,5.59,31.5,9.01,5.8,0.0,305.0,0.0,USDA,1,USDA FoodData Central (per 100 g),restaurant_latino_pupusas_con_frijoles_pupusas_bean__snack,2.441048034934498,2.532751091703057,0.09745042492917846,0.5491392460230987,0.3534103290477228
Rice (1/4 cup filling),snack,51.0,1.1,11.1,0.1,0.1,0.0,0.0,0.0,Grain,1,Kaggle Daily Food & Nutrition,rice_1_4_cup_filling__snack,2.1568627450980395,0.19607843137254902,0.08853118712273643,0.8933601609657948,0.018108651911468814
Ricotta (filling 1 oz),snack,49.0,3.2,0.8,3.8,0.0,0.1,23.0,14.0,Dairy,1,Kaggle Daily Food & Nutrition,ricotta_filling_1_oz__snack,6.530612244897959,0.0,0.25498007968127495,0.06374501992031874,0.6812749003984063
Roasted Gram (Kadala),snack,190.0,10.0,30.0,3.0,8.0,2.0,15.0,0.0,Sri Lankan - Legume Snack,1,"Curated regional (Sri Lankan, per serving)",roasted_gram_kadala__snack,5.263157894736842,4.2105263157894735,0.21390374331550802,0.6417112299465241,0.1443850267379679
Root Beer (1 can),snack,150.0,0.0,40.0,0.0,0.0,40.0,55.0,0.0,Beverage,1,Kaggle Daily Food & Nutrition,root_beer_1_can__snack,0.0,0.0,0.0,1.0,0.0
S'more (1 serving),snack,140.0,2.0,25.0,4.0,1.0,15.0,90.0,0.0,Dessert,1,Kaggle Daily Food & Nutrition,s_more_1_serving__snack,1.4285714285714286,0.7142857142857143,0.05555555555555555,0.6944444444444444,0.25
Salami (3 slices),snack,110.0,6.0,1.0,9.0,0.0,0.5,500.0,30.0,Protein/Processed,1,Kaggle Daily Food & Nutrition,salami_3_slices__snack,5.454545454545454,0.0,0.22018348623853212,0.03669724770642202,0.7431192660550459
Samosa (1 piece vegetable),snack,130.0,2.0,18.0,6.0,2.0,1.0,300.0,0.0,Snack/Processed,1,Kaggle Daily Food & Nutrition,samosa_1_piece_vegetable__snack,1.5384615384615385,1.5384615384615385,0.05970149253731343,0.5373134328358209,0.40298507462686567
"Sauce, salsa, ready-to-serve",snack,29.0,1.44,6.74,0.19,1.8,0.0,656.0,0.0,USDA,1,USDA FoodData Central (per 100 g),sauce_salsa_ready_to_serve__snack,4.9655172413793105,6.206896551724138,0.16729596282311937,0.7830380482137671,0.04966598896311356
Seeni Kesel (Sugar Banana),snack,110.0,1.2,28.0,0.3,3.0,20.0,2.0,0.0,Sri Lankan - Fruit,1,"Curated regional (Sri Lankan, per serving)",seeni_kesel_sugar_banana__snack,1.0909090909090908,2.727272727272727,0.0401673640167364,0.9372384937238494,0.022594142259414224
Shrimp Cocktail (4 large shrimp),snack,60.0,10.0,1.0,1.0,0.0,0.5,300.0,110.0,Protein/Seafood,1,Kaggle Daily Food & Nutrition,shrimp_cocktail_4_large_shrimp__snack,16.666666666666664,0.0,0.7547169811320755,0.07547169811320754,0.16981132075471697
Simple Syrup (1/2 oz),snack,30.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,Condiment,1,Kaggle Daily Food & Nutrition,simple_syrup_1_2_oz__snack,0.0,0.0,0.0,1.0,0.0
Soda (1 can Coke),snack,140.0,0.0,39.0,0.0,0.0,39.0,45.0,0.0,Beverage,2,Kaggle Daily Food & Nutrition,soda_1_can_coke__snack,0.0,0.0,0.0,1.0,0.0
Spinach Artichoke Dip (1/4 cup),snack,160.0,5.0,6.0,14.0,2.0,2.0,350.0,30.0,Snack/Processed,1,Kaggle Daily Food & Nutrition,spinach_artichoke_dip_1_4_cup__snack,3.125,1.25,0.11764705882352941,0.1411764705882353,0.7411764705882353
"Strawberries, raw",snack,31.0,0.64,7.63,0.22,1.8,0.0,10.0,0.0,USDA,1,USDA FoodData Central (per 100 g),strawberries_raw__snack,2.064516129032258,5.806451612903226,0.07301768397033657,0.8705077010838563,0.056474614945807196
